"stationID","latitude","longitude","elevation","state","stationName","lcc_x","lcc_y","Xelevation","XlogElev","PR","logPR"
"USC00024977",33.4992,-112.3631,317,"AZ","LITCHFIELD PARK               ",-123.594933338035,-21.0610102640301,317,5.78996017089725,0.20986301369863,-1.56130027683595
"USC00025412",34.1142,-109.8589,2237.2,"AZ","MC NARY 2N                    ",-121.202107310389,-20.7794228649939,2237.2,7.71744027579003,1.22931506849315,0.206457159399446
"USC00025924",31.4553,-110.9681,1054.9,"AZ","NOGALES 6 N                   ",-122.704450200099,-23.5304713989345,1054.9,6.97063617702134,0.92027397260274,-0.0830838569642445
"USC00026117",32.61,-110.7317,1400.6,"AZ","ORACLE SP                     ",-122.270040104915,-22.2992523388626,1400.6,7.25177042477408,1.11452054794521,0.108424310591913
"USC00026194",33.0772,-113.0317,173.1,"AZ","PAINTED ROCK DAM              ",-124.292682723035,-21.4058852128502,173.1,5.21003245168046,0.155068493150685,-1.86388836837335
"USC00026468",34.7994,-109.885,1659.9,"AZ","PETRIFIED FOREST NP           ",-121.107144200007,-20.0248382754996,1659.9,7.42051902337839,0.271506849315068,-1.30376791224655
"USC00026601",34.1239,-109.9219,2194.6,"AZ","PINETOP 2E                    ",-121.257605445819,-20.759749269292,2194.6,7.69830136552921,0.995890410958904,-0.00411805660891749
"USC00026653",34.1003,-110.9658,1579.8,"AZ","PLEASANT VALLEY               ",-122.208457241675,-20.6300348693605,1579.8,7.37136350113901,0.945205479452055,-0.0563529365511317
"USC00027036",32.3903,-110.4667,896.1,"AZ","REDINGTON                     ",-122.064716784314,-22.5812268401839,896.1,6.80914967522802,0.657534246575342,-0.4192584302405
"USC00027187",32.8117,-111.6314,455.7,"AZ","ROBSON RCH                    ",-123.061775906086,-21.9348144367979,455.7,6.14354164998833,0.324657534246575,-1.12498439300731
"USC00027530",32.6014,-110.6339,1054.6,"AZ","SAN MANUEL                    ",-122.181193329042,-22.323795445277,1054.6,6.97035442073866,0.742191780821918,-0.298147604491442
"USC00027622",31.6036,-111.6022,1165.9,"AZ","SASABE 7 NW                   ",-123.269973076749,-23.2642837471329,1165.9,7.06978909082937,1.05013698630137,0.0489206188040179
"USC00027625",31.5717,-111.5056,1065.3,"AZ","SASABE 6 NNE                  ",-123.185815776063,-23.3152949321441,1065.3,6.98035497139648,0.889315068493151,-0.117303698502001
"USC00027855",34.2639,-110.0075,1954.1,"AZ","SHOW LOW AP                   ",-121.310822528757,-20.5939689460729,1954.1,7.58278940411516,0.752328767123288,-0.284581860248621
"USC00028468",36.9233,-109.09,1612.4,"AZ","TEEC NOS POS                  ",-120.044762279879,-17.8078978783716,1612.4,7.39166181339686,0.344383561643836,-1.06599923798629
"USC00028998",32.1264,-110.7247,908.3,"AZ","VAIL 7 N                      ",-122.352514541726,-22.8313160555228,908.3,6.82252413461948,0.776986301369863,-0.252332558924519
"USC00029158",34.9281,-112.8097,1551.4,"AZ","WALNUT CREEK                  ",-123.70371460139,-19.4267275929173,1551.4,7.35333813368619,0.760547945205479,-0.273716124949842
"USC00029166",34.3117,-112.562,1147.3,"AZ","WALNUT GROVE                  ",-123.609063140799,-20.1405775082313,1147.3,7.05384498485403,0.737808219178082,-0.304071353764938
"USC00029334",32.2553,-109.8369,1271,"AZ","WILLCOX                       ",-121.503604392064,-22.8238273821305,1271,7.15539630189673,0.776438356164384,-0.253038026325911
"USC00029464",33.7775,-112.5231,513,"AZ","WITTMANN 1SE                  ",-123.683546853765,-20.7299580525203,513,6.25958146406492,0.461369863013699,-0.773555251774265
"USC00030006",35.0236,-94.1594,207.3,"AR","ABBOTT                        ",-106.844976378871,-20.7795690594463,207.3,5.38127888726238,5.09123287671233,1.62752001669711
"USC00030064",35.9308,-91.055,78.6,"AR","ALICIA 2NNE                   ",-104.079104664582,-19.681563288525,78.6,4.48413185761104,3.60356164383562,1.28192270189224
"USC00030130",34.7961,-92.8417,212.8,"AR","ALUM FK                       ",-105.641289798476,-21.0035047127629,212.8,5.40627450805313,4.33835616438356,1.4674955123962
"USC00030178",34.0275,-93.4333,91.4,"AR","ANTOINE 1 SW                  ",-106.159082426799,-21.8708362032801,91.4,4.61907309115708,3.66739726027397,1.29948221708405
"USC00030286",33.6194,-94.0994,97.5,"AR","ASHDOWN 4 SSE                 ",-106.76407002591,-22.3365804831093,97.5,4.67749084756772,3.44109589041096,1.23578999344565
"USC00030326",35.2894,-91.3533,59.4,"AR","AUGUSTA                       ",-104.312774375956,-20.4044131411715,59.4,4.23988686751276,3.56630136986301,1.27152902788992
"USC00030458",35.8306,-91.7944,174,"AR","BATESVILLE LVSTK              ",-104.736769095639,-19.8231997226812,174,5.21493575760899,3.15917808219178,1.15031189319458
"USC00030460",35.7594,-91.6383,88.4,"AR","BATESVILLE L&D 1              ",-104.593249163657,-19.8959348895171,88.4,4.58904080405821,3.53835616438356,1.2636622589534
"USC00030582",34.5675,-92.6006,94.5,"AR","BENTON                        ",-105.413371459552,-21.2498396475763,94.5,4.64918707140487,4.01671232876712,1.39046373936173
"USC00030724",34.2872,-93.1444,152.4,"AR","BISMARCK 2 SE                 ",-105.901304241056,-21.5758322395217,152.4,5.09006242772758,5.01561643835616,1.61255633277448
"USC00030764",34.5697,-93.1947,129.8,"AR","BLAKELY MTN DAM               ",-105.955841946412,-21.2637836688826,129.8,4.94021282979971,4.11232876712329,1.41398947805097
"USC00030832",35.0931,-93.9258,182.9,"AR","BOONEVILLE 3 SSE              ",-106.634392934529,-20.698807663486,182.9,5.26217191991168,3.71150684931507,1.3114379530042
"USC00031120",36.0214,-91.3783,88.4,"AR","CALAMINE                      ",-104.373394408916,-19.5954498903022,88.4,4.58904080405821,2.87479452054795,1.05598120058137
"USC00031132",36.1092,-92.1636,106.7,"AR","CALICO ROCK 2 WSW             ",-105.079846595856,-19.5282444251926,106.7,4.75960653929251,3.11123287671233,1.13501907101632
"USC00031310",35.3353,-92.5653,203.9,"AR","CENTER RIDGE 3 S              ",-105.409958663376,-20.3979894227338,203.9,5.36550861608836,3.96712328767123,1.37804121936317
"USC00031457",35.5328,-93.4036,259.1,"AR","CLARKSVILLE 6 NE              ",-106.172875104459,-20.2013700404663,259.1,5.59508305773286,3.73178082191781,1.3168855518708
"USC00031596",35.1033,-92.4903,95.1,"AR","CONWAY                        ",-105.333280544893,-20.6526447661508,95.1,4.65491227788291,4.00328767123288,1.38711594133864
"USC00031834",35.0375,-93.3947,114.3,"AR","DANVILLE                      ",-106.151281649741,-20.7499207061046,114.3,4.82269799851667,4.16904109589041,1.42768605634358
"USC00031838",35.2342,-93.1675,112.8,"AR","DARDANELLE                    ",-105.951064431373,-20.526615375131,112.8,4.81055701571304,3.6227397260274,1.28723056998029
"USC00031910",34.2531,-93.1486,149.4,"AR","DEGRAY LAKE SP                ",-105.904115457004,-21.6137639464683,149.4,5.07141676635611,4.3986301369863,1.48129315994708
"USC00031935",35.7214,-92.6961,530.4,"AR","DENNARD 10 WSW                ",-105.542005337011,-19.9743502229035,530.4,6.29230960608604,4.94547945205479,1.59847391731192
"USC00032366",36.0803,-91.6147,156.7,"AR","EVENING SHADE 1 NNE           ",-104.587800610212,-19.5399438743352,156.7,5.11619578975675,3.28328767123288,1.18884525918046
"USC00032540",33.8228,-92.3989,70.1,"AR","FORDYCE                       ",-105.199762193907,-22.0694211723196,70.1,4.38327585407431,4.44246575342466,1.49120957216488
"USC00032544",33.7222,-94.3975,128.9,"AR","FOREMAN                       ",-107.041338454955,-22.2266398338732,128.9,4.9337542497603,3.36602739726027,1.21373323514734
"USC00032794",35.9886,-92.7161,184.7,"AR","GILBERT                       ",-105.569508552049,-19.6791371657185,184.7,5.27145991237815,2.7241095890411,1.00214161840354
"USC00033164",36.1956,-93.1061,345,"AR","HARRISON                      ",-105.92521381555,-19.4605056026967,345,5.87211778947542,2.84849315068493,1.04679013540143
"USC00033229",35.5128,-91.9956,94.5,"AR","HEBER SPRINGS 2 NE            ",-104.903171374739,-20.1824187268648,94.5,4.64918707140487,3.84383561643836,1.34647072651997
"USC00033438",34.3608,-93.6817,219.5,"AR","HOPPER                        ",-106.395527082473,-21.5062645401463,219.5,5.4359030295006,4.09205479452055,1.40904723864502
"USC00033831",33.7703,-91.2731,44.2,"AR","KELSO                         ",-104.15932945511,-22.0841737377018,44.2,3.9926809084456,3.98684931506849,1.38300127362142
"USC00033862",34.6033,-91.9928,70.4,"AR","KEO                           ",-104.860175809243,-21.1897318402089,70.4,4.38701417618492,4.3972602739726,1.48098168198162
"USC00034010",34.8511,-92.4889,93,"AR","LAKE MAUMELLE                 ",-105.322313197659,-20.9320337292561,93,4.63472898822964,4.32164383561644,1.4636358473814
"USC00034185",33.3614,-93.5675,103.6,"AR","LEWISVILLE                    ",-106.265627160785,-22.6133580291796,103.6,4.73268350628705,3.44356164383562,1.2365062973483
"USC00034290",35.5194,-93.1972,174,"AR","LONG POOL                     ",-105.986441473304,-20.2114171836332,174,5.21493575760899,3.93835616438356,1.37076341908901
"USC00034572",36.4947,-91.535,153,"AR","MAMMOTH SPRING                ",-104.537270703639,-19.0784151540801,153,5.09375020080676,2.97287671232877,1.08953007404367
"USC00034625",34.8808,-92.3486,82.9,"AR","MARCHE                        ",-105.195921621007,-20.8945971902127,82.9,4.53152364581979,4.91643835616438,1.59258435700517
"USC00034638",34.7392,-90.7664,71.3,"AR","MARIANNA 2 S                  ",-103.749835271975,-20.9867320773186,71.3,4.39814601655377,4.22684931506849,1.44145687275158
"USC00034666",35.9117,-92.6564,289.9,"AR","MARSHALL                      ",-105.513244050305,-19.7625174332692,289.9,5.70344908575496,3.3441095890411,1.2072004665279
"USC00034756",34.5978,-94.29,351.1,"AR","MENA                          ",-106.95650262896,-21.2535266270658,351.1,5.88915492828341,4.05780821917808,1.40064298035044
"USC00034936",33.3014,-92.3658,27.4,"AR","MORO BAY SP                   ",-105.148371829297,-22.6471661057028,27.4,3.62167070442049,3.87205479452055,1.35378532079161
"USC00034938",35.1581,-92.7672,103.6,"AR","MORRILTON                     ",-105.586174710298,-20.600256449163,103.6,4.73268350628705,3.71424657534247,1.31217585150285
"USC00035036",36.3458,-92.3939,243.8,"AR","MTN HOME 1 NNW                ",-105.2950930703,-19.2740678628457,243.8,5.53654655528029,2.63698630136986,0.969636712579448
"USC00035046",35.8444,-92.0978,218.2,"AR","MTN VIEW                      ",-105.009592316823,-19.8190031064097,218.2,5.43022243742798,3.57315068493151,1.27344775137661
"USC00035112",33.9294,-93.8583,121.9,"AR","NASHVILLE                     ",-106.547849461563,-21.9883087645708,121.9,4.88204405972327,4.02712328767123,1.39305229666545
"USC00035186",35.6042,-91.2744,69.5,"AR","NEWPORT                       ",-104.258239552229,-20.0526038461725,69.5,4.37575702166029,3.62465753424658,1.28775981053246
"USC00035428",36.4311,-93.2044,420.3,"AR","OMAHA 2S.                     ",-106.020009014064,-19.202272753234,420.3,6.06448263984455,2.9,1.06471073699243
"USC00035514",35.6464,-93.4347,587.7,"AR","OZONE                         ",-106.203963628643,-20.076237582929,587.7,6.39308895583021,3.96438356164384,1.37735037304899
"USC00035754",34.2256,-92.0186,70.1,"AR","PINE BLUFF                    ",-104.867009078475,-21.6093846421252,70.1,4.38327585407431,5.21917808219178,1.65233993397831
"USC00035908",33.8203,-93.3878,93.9,"AR","PRESCOTT 2 NNW                ",-106.11153009991,-22.0997817623145,93.9,4.64342889810518,4.10876712328767,1.41312301350514
"USC00036380",36.4547,-90.1458,91.4,"AR","SAINT FRANCIS                 ",-103.300073219449,-19.0573285031253,91.4,4.61907309115708,3.32904109589041,1.20268430333207
"USC00036393",35.8236,-93.7672,423.7,"AR","ST PAUL 1 E                   ",-106.507267606968,-19.8867133433432,423.7,6.07235305084132,3.9958904109589,1.38526643572528
"USC00036403",36.3561,-91.8036,207.3,"AR","SALEM                         ",-104.769592852666,-19.2421580718029,207.3,5.38127888726238,2.68575342465753,0.987961293685189
"USC00036506",35.2678,-91.7167,70.1,"AR","SEARCY                        ",-104.640135247963,-20.4431795484206,70.1,4.38327585407431,4.5172602739726,1.50790567599376
"USC00036562",34.3019,-92.3914,76.2,"AR","SHERIDAN                      ",-105.211864983952,-21.5377024950503,76.2,4.45667017766965,4.09424657534247,1.40958271389209
"USC00037383",34.3828,-94.3608,344.1,"AR","VANDERVOORT 1 ENE             ",-107.017776817006,-21.4929484117448,344.1,5.86957935911786,3.90109589041096,1.36125751120446
"USC00037488",34.9228,-94.0944,218.2,"AR","WALDRON                       ",-106.784072371225,-20.8903215304551,218.2,5.43022243742798,4.06438356164384,1.40226208614838
"USC00038052",35.2547,-90.7964,79.2,"AR","WYNNE                         ",-103.807592007529,-20.4175095253905,79.2,4.49088103958596,4.15041095890411,1.42320735558179
"USC00040010",38.2178,-121.2014,26.5,"CA","ACAMPO 5NE                    ",-130.108501971949,-14.1518110464116,26.5,3.59731226058845,0.954794520547945,-0.0462591233819129
"USC00040029",41.1936,-120.9447,1278.6,"CA","ADIN RS                       ",-128.989501895821,-11.0488148029244,1278.6,7.16131163670454,1.14438356164384,0.134866117920638
"USC00040144",34.1822,-118.1383,343.5,"CA","ALTADENA                      ",-128.634603004951,-19.180364405778,343.5,5.86788348533663,0.698630136986301,-0.358633808424065
"USC00040192",33.8647,-117.8425,71.6,"CA","ANAHEIM                       ",-128.45644603007,-19.5884668907044,71.6,4.40182926197006,0.313150684931507,-1.16107078278173
"USC00040379",37.0919,-119.5128,637,"CA","AUBERRY 2 NW                  ",-129.018587643575,-15.7487146498958,637,6.4723462945009,1.32547945205479,0.281774244593435
"USC00040673",37.0856,-122.0797,128,"CA","BEN LOMOND #4                 ",-131.199906936918,-15.1362688772907,128,4.92725368515721,2.35041095890411,0.854590188996428
"USC00040693",37.8744,-122.2606,94.5,"CA","BERKELEY                      ",-131.100866107373,-14.2548393541876,94.5,4.64918707140487,1.42191780821918,0.352006529583397
"USC00040798",34.2947,-118.1886,709,"CA","BIG TUJUNGA DAM FC46          ",-128.648715202845,-19.0480139976671,709,6.57786135772105,0.868493150684931,-0.140995579705211
"USC00040931",39.3886,-120.0936,1699.3,"CA","BOCA                          ",-128.837930218504,-13.1651653905576,1699.3,7.44383920896222,1.56794520547945,0.449765975832565
"USC00040983",33.2558,-116.4036,246.9,"CA","BORREGO DESERT PARK           ",-127.319899639183,-20.5579870618099,246.9,5.54868690411584,0.0753424657534247,-2.58571134890997
"USC00041149",40.8669,-121.8464,1158.2,"CA","BUCKHORN                      ",-129.81320345878,-11.1854337093424,1158.2,7.06321938160621,3.85753424657534,1.3500281831355
"USC00041159",39.9372,-121.3147,576.4,"CA","BUCKS CREEK                   ",-129.673011237,-12.2983250205994,576.4,6.37400215057244,3.56465753424658,1.27106798592694
"USC00041194",34.1867,-118.3481,199.6,"CA","BURBANK VALLEY PUMP PLT       ",-128.820060626023,-19.128112474649,199.6,5.34520095244689,0.50027397260274,-0.692599385421623
"USC00041253",34.5822,-119.9817,242.3,"CA","CACHUMA LAKE                  ",-130.153681655632,-18.3210728711313,242.3,5.53061885564701,0.64958904109589,-0.431415360511132
"USC00041424",32.6264,-116.47,801.6,"CA","CAMPO                         ",-127.539024490665,-21.2256228019345,801.6,6.69900760795166,0.484383561643836,-0.724878203378948
"USC00041428",38.2486,-120.8433,200.6,"CA","CAMP PARDEE                   ",-129.800069782136,-14.2048265432837,200.6,5.34996059969987,1.39424657534247,0.332354180012295
"USC00041534",36.4806,-121.7244,146.3,"CA","CARMEL VALLEY                 ",-131.088832201933,-15.8678292461699,146.3,5.05177723742743,0.857808219178082,-0.153374725250132
"USC00041700",40.3033,-121.2422,1380.7,"CA","CHESTER                       ",-129.5013959457,-11.9264808385274,1380.7,7.23756249648457,1.81698630136986,0.597179250238594
"USC00041738",33.6617,-115.7206,520,"CA","CHIRIACO SUMMIT               ",-126.602225116621,-20.2594097502887,520,6.27287700654617,0.0298630136986301,-3.51113456434739
"USC00041758",32.64,-117.0858,17.1,"CA","CHULA VISTA                   ",-128.097033153634,-21.077897835358,17.1,3.29953372788566,0.212054794520548,-1.55091057298681
"USC00041879",37.2119,-119.69,676,"CA","COARSEGOLD 4SE                ",-129.13485837009,-15.5797998390033,676,6.53087762772588,0.995890410958904,-0.00411805660891749
"USC00041907",40.4,-122.1433,128,"CA","COLEMAN FISHERIES STN         ",-130.199744512106,-11.6091089201566,128,4.92725368515721,1.79945205479452,0.587482204555727
"USC00041912",39.0911,-120.9481,725.4,"CA","COLFAX                        ",-129.631489333083,-13.284034320002,725.4,6.60041456886717,3.04082191780822,1.11212784657544
"USC00041916",39.3308,-121.1922,181.4,"CA","COLGATE POWERHOUSE            ",-129.759303435348,-12.9715068892684,181.4,5.25436547901885,2.74739726027397,1.01065401270165
"USC00041948",39.1875,-122.0269,15.2,"CA","COLUSA 2 SSW                  ",-130.489705242354,-12.9220892244088,15.2,3.22684399451738,0.707671232876712,-0.345775653480697
"USC00042239",32.9897,-116.5872,1414.3,"CA","CUYAMACA                      ",-127.553650069045,-20.8071749458033,1414.3,7.26143574394054,1.03342465753425,0.0328781971768109
"USC00042319",36.4622,-116.8669,-59.1,"CA","DEATH VALLEY                  ",-126.916119984978,-17.0002063077221,0,2.30258509299405,0.0515068493150685,-2.96604048374659
"USC00042327",33.6514,-116.3764,365.8,"CA","DEEP CANYON LAB               ",-127.195855699679,-20.135555886996,365.8,5.92905708697937,0.108767123287671,-2.21854616588935
"USC00042402",39.8717,-121.6108,826,"CA","DE SABLA                      ",-129.934457993089,-12.2974403732293,826,6.7286286130847,3.63150684931507,1.28964767214659
"USC00042500",39.5633,-120.8239,888.5,"CA","DOWNIEVILLE                   ",-129.38611979052,-12.8109978145903,888.5,6.80072670622361,4.14465753424658,1.42182016376176
"USC00042574",41.1833,-122.2736,661.4,"CA","DUNSMUIR TRTMT PL             ",-130.054504849306,-10.7478151497783,661.4,6.50936508454593,2.8041095890411,1.03108605151885
"USC00042706",32.8006,-116.9281,150.9,"CA","EL CAJON                      ",-127.911869694353,-20.938525775577,150.9,5.08078305399834,0.330684931506849,-1.10658922547901
"USC00042709",32.8856,-116.815,182.9,"CA","EL CAPITAN DAM                ",-127.787165221082,-20.8710176273561,182.9,5.26217191991168,0.505479452054794,-0.68224789010191
"USC00042805",33.6692,-117.3319,391.7,"CA","ELSINORE                      ",-128.050667976908,-19.9120003659857,391.7,5.99570554136524,0.241095890410959,-1.42256053910429
"USC00042863",33.1211,-117.09,182.9,"CA","ESCONDIDO #2                  ",-127.97574297112,-20.55673603181,182.9,5.26217191991168,0.421095890410959,-0.864894703037941
"USC00042920",37.585,-120.2672,134.7,"CA","EXCHEQUER DAM                 ",-129.514853552859,-15.0475058333064,134.7,4.97466263363744,1.14,0.131028262406404
"USC00042934",38.2736,-122.0678,12.2,"CA","FAIRFIELD                     ",-130.813059974757,-13.8802841891171,12.2,3.10009228887823,1.02794520547945,0.0275618635495781
"USC00042941",34.705,-118.4297,932.7,"CA","FAIRMONT                      ",-128.749958054052,-18.5525298779806,932.7,6.8487480984021,0.466849315068493,-0.761748739187276
"USC00043038",38.5236,-120.7061,658.4,"CA","FIDDLETOWN DEXTER RCH         ",-129.602610488423,-13.9447265801334,658.4,6.50488679672124,2.31041095890411,0.837425412998104
"USC00043157",41.8714,-120.1575,1444.4,"CA","FT BIDWELL                    ",-128.158518269933,-10.503138926809,1444.4,7.28234872342321,1.05260273972603,0.0512658967519647
"USC00043191",38.515,-123.2447,34.1,"CA","FT ROSS                       ",-131.710229923533,-13.3262306072107,34.1,3.7864597824528,2.34520547945205,0.852373022559251
"USC00043251",36.9089,-119.8006,115.8,"CA","FRESNO 3NW                    ",-129.31699364136,-15.8777560794215,115.8,4.83469334426634,0.537534246575342,-0.620762806451229
"USC00043491",39.165,-120.8567,1011.9,"CA","GOLD RUN 2 SW                 ",-129.533666669918,-13.2269637334054,1011.9,6.92941891861816,3.48876712328767,1.24954841400043
"USC00043578",38.4306,-122.8647,61,"CA","GRATON                        ",-131.423802914713,-13.5131036371362,61,4.26267987704132,1.77890410958904,0.57599750593195
"USC00043669",37.8444,-120.2258,853.4,"CA","GROVELAND 2                   ",-129.403203299965,-14.7807078628752,853.4,6.76087808312138,2.1972602739726,0.787211254284023
"USC00043714",37.4725,-122.4433,8.2,"CA","HALF MOON BAY                 ",-131.382765251571,-14.6340092941467,8.2,2.90142159408275,1.28191780821918,0.248357244289679
"USC00043800",39.2372,-121.2667,243.8,"CA","HARRY L ENGLEBRIGHT DAM       ",-129.849321650635,-13.0532206698813,243.8,5.53654655528029,2.1,0.741937344729377
"USC00043882",35.6842,-121.1683,465.1,"CA","HEARST CASTLE                 ",-130.858155382024,-16.8538352173243,465.1,6.16352530819288,1.36986301369863,0.3147107448397
"USC00043896",33.7381,-116.8939,552,"CA","HEMET                         ",-127.639307406546,-19.932331999883,552,6.33150184989369,0.412054794520548,-0.886598942066752
"USC00043914",33.2372,-116.7614,823,"CA","HENSHAW DAM                   ",-127.64842074978,-20.5021515485824,823,6.72503364216684,0.716712328767123,-0.333080733999448
"USC00043937",34.4206,-117.2661,931.2,"CA","HESPERIA 2E                   ",-127.79495585316,-19.1157655873272,931.2,6.84715565685321,0.125753424657534,-2.07343223651599
