"longitude","latitude","elevation","slope"
-106.958331888337,36.708334345,2436.2664,279.1968
-106.916665218337,36.708334345,2301.24,355.092
-106.874998548337,36.708334345,2202.18,591.0072
-106.833331878337,36.708334345,2287.2192,872.0328
-106.791665208337,36.708334345,2209.1904,888.1872
-106.749998538337,36.708334345,2214.0672,932.0784
-106.708331868337,36.708334345,2192.1216,841.8576
-106.666665198337,36.708334345,2220.1632,852.2208
-106.624998528337,36.708334345,2210.1048,696.7728
-106.583331858337,36.708334345,2242.1088,494.9952
-106.541665188337,36.708334345,2309.1648,373.9896
-106.499998518337,36.708334345,2435.0472,502.0056
-106.458331848337,36.708334345,2701.1376,452.9328
-106.416665178337,36.708334345,3015.0816,263.0424
-106.374998508337,36.708334345,2999.232,277.9776
-106.333331838337,36.708334345,3040.0752,349.9104
-106.291665168337,36.708334345,2976.0672,224.9424
-106.249998498337,36.708334345,3021.1776,128.9304
-106.208331828337,36.708334345,2891.028,111.8616
-106.166665158337,36.708334345,2748.0768,78.9432000000002
-106.124998488337,36.708334345,2810.256,-41.1479999999997
-106.083331818337,36.708334345,2803.2456,-62.7887999999998
-106.041665148337,36.708334345,2655.1128,-406.908
-105.999998478337,36.708334345,2550.2616,-683.9712
-105.958331808337,36.708334345,2487.168,-250.2408
-105.916665138337,36.708334345,2563.9776,-192.024
-105.874998468337,36.708334345,2417.064,-232.8672
-105.833331798337,36.708334345,2349.0936,-270.9672
-105.791665128337,36.708334345,2321.9664,99.0599999999999
-105.749998458337,36.708334345,2321.052,294.132
-105.708331788337,36.708334345,2268.0168,92.9639999999999
-105.666665118337,36.708334345,2372.2584,281.0256
-105.624998448337,36.708334345,2294.2296,262.128
-105.583331778337,36.708334345,2331.1104,126.7968
-105.541665108337,36.708334345,2748.9912,67.9704000000002
-105.499998438337,36.708334345,2848.0512,-108.8136
-105.458331768337,36.708334345,2743.2,7.92479999999978
-105.416665098337,36.708334345,2750.2104,125.8824
-105.374998428337,36.708334345,2990.088,82.2959999999998
-105.333331758337,36.708334345,3042.2088,38.0999999999999
-105.291665088337,36.708334345,2903.22,-81.9912000000004
-105.249998418337,36.708334345,3084.2712,-215.1888
-105.208331748337,36.708334345,2917.2408,-238.0488
-105.166665078337,36.708334345,2677.0584,-200.8632
-105.124998408337,36.708334345,2555.1384,-582.7776
-105.083331738337,36.708334345,2455.164,-688.848
-105.041665068337,36.708334345,2424.9888,-758.0376
-104.999998398337,36.708334345,2474.976,-823.2648
-104.958331728337,36.708334345,2404.2624,-1088.136
-104.916665058337,36.708334345,2359.152,-1158.24
-104.874998388337,36.708334345,2186.0256,-996.0864
-104.833331718337,36.708334345,2157.0696,-1052.1696
-104.791665048337,36.708334345,2056.1808,-967.1304
-104.749998378337,36.708334345,2130.2472,-680.0088
-104.708331708337,36.708334345,2166.2136,-480.9744
-104.666665038337,36.708334345,2159.2032,-299.9232
-104.624998368337,36.708334345,1985.1624,-286.8168
-104.583331698337,36.708334345,1926.9456,-257.8608
-104.541665028337,36.708334345,1901.952,-281.0256
-104.499998358337,36.708334345,1883.9688,-262.128
-104.458331688337,36.708334345,1907.1336,-60.96
-104.416665018337,36.708334345,2032.1016,-42.0624000000003
-104.374998348337,36.708334345,1950.1104,50.9016000000001
-104.333331678337,36.708334345,1997.0496,96.9263999999998
-104.291665008337,36.708334345,2074.164,339.852
-104.249998338337,36.708334345,2155.2408,-10.9728
-104.208331668337,36.708334345,2138.172,-24.9936
-104.166664998337,36.708334345,2217.1152,-25.9079999999999
-104.124998328337,36.708334345,2123.2368,-24.9936
-104.083331658337,36.708334345,2097.024,-46.0247999999999
-104.041664988337,36.708334345,2125.0656,-103.9368
-103.999998318337,36.708334345,2115.0072,-274.9296
-103.958331648337,36.708334345,2107.0824,-210.0072
-103.916664978337,36.708334345,2227.1736,-284.0736
-103.874998308337,36.708334345,2506.0656,-398.9832
-103.833331638337,36.708334345,2148.2304,-500.1768
-103.791664968337,36.708334345,1960.1688,-522.1224
-103.749998298337,36.708334345,1901.0376,-634.8984
-103.708331628337,36.708334345,1876.9584,-549.2496
-103.666664958337,36.708334345,1837.944,-542.8488
-103.624998288337,36.708334345,1803.1968,-608.9904
-103.583331618337,36.708334345,1757.172,-608.9904
-103.541664948337,36.708334345,1740.1032,-613.8672
-103.499998278337,36.708334345,1712.976,-765.048
-103.458331608337,36.708334345,1675.1808,-1037.844
-103.416664938337,36.708334345,1655.064,-680.0088
-103.374998268337,36.708334345,1616.0496,-508.1016
-103.333331598337,36.708334345,1582.2168,-470.0016
-103.291664928337,36.708334345,1573.9872,-459.9432
-103.249998258337,36.708334345,1554.1752,-442.8744
-103.208331588337,36.708334345,1516.0752,-430.0728
-103.166664918337,36.708334345,1506.0168,-398.0688
-103.124998248337,36.708334345,1493.2152,-399.8976
-103.083331578337,36.708334345,1462.1256,-397.764
-103.041664908337,36.708334345,1468.2216,-375.2088
-102.999998238337,36.708334345,1468.2216,-369.1128
-102.958331568337,36.708334345,1452.0672,-339.852
-102.916664898337,36.708334345,1431.036,-317.2968
-102.874998228337,36.708334345,1417.0152,-321.8688
-102.833331558337,36.708334345,1395.0696,-318.2112
-102.791664888337,36.708334345,1373.124,-289.8648
-102.749998218337,36.708334345,1359.1032,-286.8168
-102.708331548337,36.708334345,1340.2056,-276.1488
-102.666664878337,36.708334345,1315.212,-259.9944
-102.624998208337,36.708334345,1299.972,-285.2928
-102.583331538337,36.708334345,1285.9512,-303.276
-102.541664868337,36.708334345,1276.1976,-295.0464
-102.499998198337,36.708334345,1264.92,-280.1112
-102.458331528337,36.708334345,1252.1184,-291.084
-102.416664858337,36.708334345,1235.964,-284.0736
-102.374998188337,36.708334345,1226.2104,-279.1968
-102.333331518337,36.708334345,1219.2,-277.0632
-102.291664848337,36.708334345,1217.0664,-273.1008
-102.249998178337,36.708334345,1202.1312,-265.176
-102.208331508337,36.708334345,1182.9288,-272.796
-102.166664838337,36.708334345,1164.9456,-290.7792
-102.124998168337,36.708334345,1157.0208,-302.0568
-102.083331498337,36.708334345,1150.9248,-297.7896
-102.041664828337,36.708334345,1125.9312,-308.1528
-101.999998158337,36.708334345,1110.996,-299.9232
-101.958331488337,36.708334345,1093.9272,-304.1904
-101.916664818337,36.708334345,1082.04,-301.1424
-109.124998728337,36.750001015,2053.1328,-178.0032
-109.083332058337,36.750001015,1915.0584,-241.0968
-109.041665388337,36.750001015,1778.2032,-260.9088
-108.999998718337,36.750001015,1729.1304,-236.8296
-108.958332048337,36.750001015,1605.0768,-148.1328
-108.916665378337,36.750001015,1613.0016,-273.1008
-108.874998708337,36.750001015,1575.2064,-309.9816
-108.833332038337,36.750001015,1562.1,-480.9744
-108.791665368337,36.750001015,1623.9744,-911.0472
-108.749998698337,36.750001015,1563.0144,-777.24
-108.708332028337,36.750001015,1554.1752,-391.0584
-108.666665358337,36.750001015,1545.0312,-270.9672
-108.624998688337,36.750001015,1530.096,-113.0808
-108.583332018337,36.750001015,1526.1336,-78.0287999999998
-108.541665348337,36.750001015,1552.0416,106.0704
-108.499998678337,36.750001015,1541.9832,131.064
-108.458332008337,36.750001015,1556.004,179.832
-108.416665338337,36.750001015,1570.0248,192.9384
-108.374998668337,36.750001015,1595.9328,126.1872
-108.333331998337,36.750001015,1627.9368,210.0072
-108.291665328337,36.750001015,1662.0744,226.7712
-108.249998658337,36.750001015,1644.0912,215.1888
-108.208331988337,36.750001015,1665.1224,185.928
-108.166665318337,36.750001015,1651.1016,332.8416
-108.124998648337,36.750001015,1711.1472,368.1984
-108.083331978337,36.750001015,1744.0656,366.9792
-108.041665308337,36.750001015,1755.0384,350.2152
-107.999998638337,36.750001015,1755.0384,334.0608
-107.958331968337,36.750001015,1750.1616,408.1272
-107.916665298337,36.750001015,1773.0216,427.0248
-107.874998628337,36.750001015,1780.9464,327.9648
-107.833331958337,36.750001015,1760.22,369.1128
-107.791665288337,36.750001015,1716.024,346.8624
-107.749998618337,36.750001015,1858.9752,422.148
-107.708331948337,36.750001015,1920.24,573.9384
-107.666665278337,36.750001015,1908.9624,487.0704
-107.624998608337,36.750001015,1906.2192,391.0584
-107.583331938337,36.750001015,1904.0856,407.2128
-107.541665268337,36.750001015,2004.06,450.7992
-107.499998598337,36.750001015,2054.9616,512.064
-107.458331928337,36.750001015,1990.0392,542.2392
-107.416665258337,36.750001015,2013.204,523.0368
-107.374998588337,36.750001015,2011.9848,604.1136
-107.333331918337,36.750001015,2073.2496,531.2664
-107.291665248337,36.750001015,2285.0856,351.7392
-107.249998578337,36.750001015,2231.136,651.0528
-107.208331908337,36.750001015,2146.0968,422.7576
-107.166665238337,36.750001015,2162.2512,473.0496
-107.124998568337,36.750001015,2200.9608,434.0352
-107.083331898337,36.750001015,2285.0856,321.2592
-107.041665228337,36.750001015,2323.1856,245.9736
-106.999998558337,36.750001015,2283.2568,236.8296
-106.958331888337,36.750001015,2320.1376,267.0048
-106.916665218337,36.750001015,2390.2416,286.8168
-106.874998548337,36.750001015,2271.9792,224.028
-106.833331878337,36.750001015,2560.0152,730.9104
-106.791665208337,36.750001015,2328.9768,757.1232
-106.749998538337,36.750001015,2377.1352,841.8576
-106.708331868337,36.750001015,2438.0952,937.26
-106.666665198337,36.750001015,2376.2208,835.152
-106.624998528337,36.750001015,2236.0128,619.0488
-106.583331858337,36.750001015,2250.0336,520.9032
-106.541665188337,36.750001015,2278.9896,526.9992
-106.499998518337,36.750001015,2360.0664,359.9688
-106.458331848337,36.750001015,2509.1136,359.0544
-106.416665178337,36.750001015,2962.0464,-8.83920000000035
-106.374998508337,36.750001015,2903.22,288.036
-106.333331838337,36.750001015,3004.1088,96.9263999999998
-106.291665168337,36.750001015,3138.2208,-49.0727999999999
-106.249998498337,36.750001015,3120.2376,28.0416
-106.208331828337,36.750001015,2942.2344,506.2728
-106.166665158337,36.750001015,2804.16,128.9304
-106.124998488337,36.750001015,2847.1368,185.0136
-106.083331818337,36.750001015,2750.2104,-79.8575999999998
-106.041665148337,36.750001015,2631.0336,-86.8679999999999
-105.999998478337,36.750001015,2551.176,-553.8216
-105.958331808337,36.750001015,2617.0128,135.9408
-105.916665138337,36.750001015,2474.0616,-42.0623999999998
-105.874998468337,36.750001015,2389.0224,-135.9408
-105.833331798337,36.750001015,2404.2624,44.8055999999997
-105.791665128337,36.750001015,2742.2856,272.796
-105.749998458337,36.750001015,2378.964,395.0208
-105.708331788337,36.750001015,2464.0032,103.0224
-105.666665118337,36.750001015,2280.2088,181.0512
-105.624998448337,36.750001015,2422.2456,282.2448
-105.583331778337,36.750001015,2408.2248,107.8992
-105.541665108337,36.750001015,3039.1608,-81.9911999999999
-105.499998438337,36.750001015,2962.0464,-14.0207999999998
-105.458331768337,36.750001015,3002.28,123.1392
-105.416665098337,36.750001015,3165.0432,72.8472000000002
-105.374998428337,36.750001015,3215.0304,-339.2424
-105.333331758337,36.750001015,3199.1808,-70.7136
-105.291665088337,36.750001015,2950.1592,-201.7776
-105.249998418337,36.750001015,2931.2616,-168.2496
-105.208331748337,36.750001015,2913.2784,-276.1488
-105.166665078337,36.750001015,2659.0752,-195.072
-105.124998408337,36.750001015,2535.0216,-776.0208
-105.083331738337,36.750001015,2460.0408,-763.8288
-105.041665068337,36.750001015,2512.1616,-938.1744
-104.999998398337,36.750001015,2477.1096,-1101.852
-104.958331728337,36.750001015,2403.0432,-1258.824
-104.916665058337,36.750001015,2308.2504,-1274.9784
-104.874998388337,36.750001015,2262.2256,-1053.9984
-104.833331718337,36.750001015,2111.9592,-1039.0632
-104.791665048337,36.750001015,2146.0968,-986.3328
-104.749998378337,36.750001015,2213.1528,-663.8544
-104.708331708337,36.750001015,2263.14,-526.9992
-104.666665038337,36.750001015,2198.2176,-385.8768
-104.624998368337,36.750001015,2064.1056,-376.1232
-104.583331698337,36.750001015,2063.1912,-312.1152
-104.541665028337,36.750001015,1956.2064,-272.796
-104.499998358337,36.750001015,1924.2024,-206.0448
-104.458331688337,36.750001015,1896.1608,-165.2016
-104.416665018337,36.750001015,1892.1984,-12.8016000000002
-104.374998348337,36.750001015,1926.9456,-49.9872
-104.333331678337,36.750001015,1995.2208,-141.1224
-104.291665008337,36.750001015,2008.0224,-160.02
-104.249998338337,36.750001015,2074.164,-153.0096
-104.208331668337,36.750001015,2136.0384,-98.1456000000003
-104.166664998337,36.750001015,2164.9944,-141.1224
-104.124998328337,36.750001015,2130.2472,-65.2272
-104.083331658337,36.750001015,2102.2056,-64.008
-104.041664988337,36.750001015,2097.024,-95.0976000000001
-103.999998318337,36.750001015,2099.1576,-118.2624
-103.958331648337,36.750001015,2096.1096,-180.7464
-103.916664978337,36.750001015,2072.0304,-299.0088
-103.874998308337,36.750001015,2103.12,-349.9104
-103.833331638337,36.750001015,2045.208,-436.1688
-103.791664968337,36.750001015,1965.96,-512.064
-103.749998298337,36.750001015,1922.0688,-551.9928
-103.708331628337,36.750001015,1890.9792,-521.208
-103.666664958337,36.750001015,1860.1944,-530.0472
-103.624998288337,36.750001015,1801.0632,-551.9928
-103.583331618337,36.750001015,1773.936,-580.9488
-103.541664948337,36.750001015,1746.1992,-600.1512
-103.499998278337,36.750001015,1696.212,-598.0176
-103.458331608337,36.750001015,1658.112,-650.1384
-103.416664938337,36.750001015,1637.9952,-603.1992
-103.374998268337,36.750001015,1623.9744,-532.7904
-103.333331598337,36.750001015,1613.0016,-509.9304
-103.291664928337,36.750001015,1609.0392,-482.8032
-103.249998258337,36.750001015,1572.1584,-466.0392
-103.208331588337,36.750001015,1545.0312,-427.0248
-103.166664918337,36.750001015,1518.2088,-418.7952
-103.124998248337,36.750001015,1495.9584,-407.2128
-103.083331578337,36.750001015,1474.0128,-378.2568
-103.041664908337,36.750001015,1452.9816,-354.1776
-102.999998238337,36.750001015,1442.0088,-341.9856
-102.958331568337,36.750001015,1433.1696,-343.8144
-102.916664898337,36.750001015,1412.1384,-345.948
-102.874998228337,36.750001015,1408.176,-356.0064
-102.833331558337,36.750001015,1394.1552,-331.0128
-102.791664888337,36.750001015,1374.0384,-314.8584
-102.749998218337,36.750001015,1355.1408,-298.0944
-102.708331548337,36.750001015,1338.9864,-281.94
-102.666664878337,36.750001015,1317.9552,-273.1008
-102.624998208337,36.750001015,1303.9344,-263.9568
-102.583331538337,36.750001015,1296.0096,-263.9568
-102.541664868337,36.750001015,1280.16,-268.224
-102.499998198337,36.750001015,1267.0536,-265.176
-102.458331528337,36.750001015,1253.0328,-280.1112
-102.416664858337,36.750001015,1241.1456,-288.036
-102.374998188337,36.750001015,1230.1728,-282.8544
-102.333331518337,36.750001015,1220.1144,-270.9672
-102.291664848337,36.750001015,1214.0184,-267.0048
-102.249998178337,36.750001015,1200.912,-264.8712
-102.208331508337,36.750001015,1189.0248,-267.9192
-102.166664838337,36.750001015,1178.052,-275.844
-102.124998168337,36.750001015,1164.9456,-264.2616
-102.083331498337,36.750001015,1146.9624,-270.0528
-102.041664828337,36.750001015,1128.0648,-270.9672
-101.999998158337,36.750001015,1106.1192,-274.0152
-101.958331488337,36.750001015,1091.184,-284.0736
-101.916664818337,36.750001015,1084.1736,-290.1696
-109.124998728337,36.791667685,2520.0864,-195.072
-109.083332058337,36.791667685,2139.0864,-161.8488
-109.041665388337,36.791667685,1830.0192,-76.2
-108.999998718337,36.791667685,1700.1744,-77.1144000000002
-108.958332048337,36.791667685,1582.2168,-96.9264000000001
-108.916665378337,36.791667685,1580.0832,-161.2392
-108.874998708337,36.791667685,1582.2168,-249.0216
-108.833332038337,36.791667685,1525.2192,-601.0656
-108.791665368337,36.791667685,1559.9664,-916.8384
-108.749998698337,36.791667685,1527.048,-1043.0256
-108.708332028337,36.791667685,1495.9584,-804.0624
-108.666665358337,36.791667685,1537.1064,-440.1312
-108.624998688337,36.791667685,1559.9664,-139.9032
-108.583332018337,36.791667685,1566.0624,61.8743999999999
-108.541665348337,36.791667685,1614.2208,144.78
-108.499998678337,36.791667685,1616.964,102.108
-108.458332008337,36.791667685,1623.06,149.9616
-108.416665338337,36.791667685,1595.0184,257.8608
-108.374998668337,36.791667685,1636.1664,275.2344
-108.333331998337,36.791667685,1696.212,363.0168
-108.291665328337,36.791667685,1716.024,407.2128
-108.249998658337,36.791667685,1698.9552,366.0648
-108.208331988337,36.791667685,1690.116,259.08
-108.166665318337,36.791667685,1762.0488,235.9152
-108.124998648337,36.791667685,1726.9968,146.9136
-108.083331978337,36.791667685,1682.1912,220.0656
-108.041665308337,36.791667685,1732.1784,273.1008
-107.999998638337,36.791667685,1783.08,402.9456
-107.958331968337,36.791667685,1835.2008,302.9712
-107.916665298337,36.791667685,1890.0648,259.9944
-107.874998628337,36.791667685,1903.1712,259.08
-107.833331958337,36.791667685,1903.1712,275.2344
-107.791665288337,36.791667685,1819.0464,288.9504
-107.749998618337,36.791667685,1801.9776,287.1216
-107.708331948337,36.791667685,1761.1344,502.0056
-107.666665278337,36.791667685,1837.0296,605.9424
-107.624998608337,36.791667685,1896.1608,474.8784
-107.583331938337,36.791667685,1997.964,431.9016
-107.541665268337,36.791667685,1939.1376,363.0168
-107.499998598337,36.791667685,1956.2064,373.9896
-107.458331928337,36.791667685,1975.104,423.9768
-107.416665258337,36.791667685,1974.1896,509.9304
-107.374998588337,36.791667685,1979.0664,635.2032
-107.333331918337,36.791667685,2049.1704,598.0176
-107.291665248337,36.791667685,2229.0024,616.9152
-107.249998578337,36.791667685,2288.1336,640.08
-107.208331908337,36.791667685,2207.0568,537.0576
-107.166665238337,36.791667685,2214.9816,570.2808
-107.124998568337,36.791667685,2198.2176,480.9744
-107.083331898337,36.791667685,2264.0544,357.8352
-107.041665228337,36.791667685,2327.148,287.1216
-106.999998558337,36.791667685,2413.1016,314.8584
-106.958331888337,36.791667685,2454.2496,388.9248
-106.916665218337,36.791667685,2399.9952,627.888
-106.874998548337,36.791667685,2378.0496,680.0088
-106.833331878337,36.791667685,2477.1096,805.8912
-106.791665208337,36.791667685,2433.2184,920.1912
-106.749998538337,36.791667685,2568.2448,833.0184
-106.708331868337,36.791667685,2420.112,865.9368
-106.666665198337,36.791667685,2314.0416,808.0248
-106.624998528337,36.791667685,2262.2256,612.0384
-106.583331858337,36.791667685,2289.048,629.1072
-106.541665188337,36.791667685,2367.9912,434.9496
-106.499998518337,36.791667685,2677.0584,345.0336
-106.458331848337,36.791667685,2909.0112,249.0216
-106.416665178337,36.791667685,3094.0248,92.9639999999999
-106.374998508337,36.791667685,3127.248,110.9472
-106.333331838337,36.791667685,3048,-101.1936
-106.291665168337,36.791667685,3064.1544,-42.0623999999998
-106.249998498337,36.791667685,3072.0792,45.1104
-106.208331828337,36.791667685,2939.1864,146.9136
-106.166665158337,36.791667685,3042.2088,41.1479999999997
-106.124998488337,36.791667685,2889.1992,-73.7615999999998
-106.083331818337,36.791667685,2745.0288,-412.0896
-106.041665148337,36.791667685,2627.0712,-620.8776
-105.999998478337,36.791667685,2570.0736,-697.992
-105.958331808337,36.791667685,2544.1656,-219.1512
-105.916665138337,36.791667685,2467.0512,542.2392
-105.874998468337,36.791667685,2378.0496,494.0808
-105.833331798337,36.791667685,2359.152,259.9944
-105.791665128337,36.791667685,2409.1392,291.084
-105.749998458337,36.791667685,2330.196,145.9992
-105.708331788337,36.791667685,2294.2296,-44.1959999999999
-105.666665118337,36.791667685,2264.9688,297.18
-105.624998448337,36.791667685,2288.1336,478.2312
-105.583331778337,36.791667685,2396.0328,126.1872
-105.541665108337,36.791667685,2908.0968,-23.1648
-105.499998438337,36.791667685,3590.2392,55.1687999999999
-105.458331768337,36.791667685,3558.2352,167.0304
-105.416665098337,36.791667685,3332.0736,145.0848
-105.374998428337,36.791667685,3230.2704,-17.9832000000001
-105.333331758337,36.791667685,3188.208,-70.1039999999998
-105.291665088337,36.791667685,2845.0032,-143.256
-105.249998418337,36.791667685,3042.2088,-89.9160000000002
-105.208331748337,36.791667685,3105.3024,-113.0808
-105.166665078337,36.791667685,2696.2608,-144.78
-105.124998408337,36.791667685,2521.0008,-634.8984
-105.083331738337,36.791667685,2522.22,-1429.2072
-105.041665068337,36.791667685,2545.08,-1399.032
-104.999998398337,36.791667685,2504.2368,-1135.0752
-104.958331728337,36.791667685,2391.156,-1195.1208
-104.916665058337,36.791667685,2260.092,-1188.1104
-104.874998388337,36.791667685,2150.9736,-915.0096
-104.833331718337,36.791667685,2175.0528,-1103.9856
-104.791665048337,36.791667685,2175.0528,-1175.3088
-104.749998378337,36.791667685,2251.2528,-722.0712
-104.708331708337,36.791667685,2273.1984,-555.9552
-104.666665038337,36.791667685,2161.032,-512.9784
-104.624998368337,36.791667685,2159.2032,-452.9328
-104.583331698337,36.791667685,2196.9984,-254.2032
-104.541665028337,36.791667685,2035.1496,-233.172
-104.499998358337,36.791667685,2000.0976,-21.9456
-104.458331688337,36.791667685,1929.9936,98.1455999999998
-104.416665018337,36.791667685,1938.2232,31.0896000000002
-104.374998348337,36.791667685,1929.9936,14.0208000000002
-104.333331678337,36.791667685,1974.1896,-201.168
-104.291665008337,36.791667685,1965.0456,-229.2096
-104.249998338337,36.791667685,2009.2416,-135.0264
-104.208331668337,36.791667685,2092.1472,-178.0032
-104.166664998337,36.791667685,2250.0336,-243.84
-104.124998328337,36.791667685,2157.984,-121.0056
-104.083331658337,36.791667685,2238.1464,-138.9888
-104.041664988337,36.791667685,2249.1192,-105.7656
-103.999998318337,36.791667685,2206.1424,-155.1432
-103.958331648337,36.791667685,2189.0736,-195.9864
-103.916664978337,36.791667685,2050.0848,-295.0464
-103.874998308337,36.791667685,2043.9888,-254.8128
-103.833331638337,36.791667685,2026.0056,-324.3072
-103.791664968337,36.791667685,1981.2,-420.9288
-103.749998298337,36.791667685,1953.1584,-599.8464
-103.708331628337,36.791667685,1914.144,-557.784
-103.666664958337,36.791667685,1861.1088,-662.94
-103.624998288337,36.791667685,1824.228,-698.9064
-103.583331618337,36.791667685,1783.08,-682.1424
-103.541664948337,36.791667685,1734.0072,-701.9544
-103.499998278337,36.791667685,1679.1432,-594.0552
-103.458331608337,36.791667685,1710.2328,-619.0488
-103.416664938337,36.791667685,1684.9344,-592.836
-103.374998268337,36.791667685,1671.2184,-572.1096
-103.333331598337,36.791667685,1650.1872,-576.9864
-103.291664928337,36.791667685,1600.2,-554.1264
-103.249998258337,36.791667685,1575.2064,-490.1184
-103.208331588337,36.791667685,1550.2128,-451.104
-103.166664918337,36.791667685,1524,-438.912
-103.124998248337,36.791667685,1487.1192,-416.052
-103.083331578337,36.791667685,1456.0296,-370.0272
-103.041664908337,36.791667685,1424.94,-397.1544
-102.999998238337,36.791667685,1433.1696,-381
-102.958331568337,36.791667685,1409.0904,-385.2672
-102.916664898337,36.791667685,1376.172,-380.0856
-102.874998228337,36.791667685,1360.0176,-347.1672
-102.833331558337,36.791667685,1370.9904,-333.1464
-102.791664888337,36.791667685,1373.124,-320.04
-102.749998218337,36.791667685,1344.168,-306.0192
-102.708331548337,36.791667685,1317.9552,-294.132
-102.666664878337,36.791667685,1309.116,-259.9944
-102.624998208337,36.791667685,1313.0784,-238.9632
-102.583331538337,36.791667685,1303.9344,-259.9944
-102.541664868337,36.791667685,1285.9512,-242.9256
-102.499998198337,36.791667685,1270.1016,-227.9904
-102.458331528337,36.791667685,1253.0328,-231.0384
-102.416664858337,36.791667685,1242.06,-256.9464
-102.374998188337,36.791667685,1230.1728,-269.1384
-102.333331518337,36.791667685,1217.9808,-252.0696
-102.291664848337,36.791667685,1192.9872,-242.9256
-102.249998178337,36.791667685,1196.0352,-245.9736
-102.208331508337,36.791667685,1185.9768,-260.9088
-102.166664838337,36.791667685,1173.1752,-267.0048
-102.124998168337,36.791667685,1166.1648,-265.7856
-102.083331498337,36.791667685,1148.1816,-262.128
-102.041664828337,36.791667685,1128.9792,-259.9944
-101.999998158337,36.791667685,1114.044,-280.1112
-101.958331488337,36.791667685,1103.9856,-280.1112
-101.916664818337,36.791667685,1092.0984,-263.0424
-109.124998728337,36.833334355,2405.1768,-83.8199999999999
-109.083332058337,36.833334355,2131.1616,-47.2440000000001
-109.041665388337,36.833334355,1773.936,-14.0208
-108.999998718337,36.833334355,1662.9888,-74.9807999999998
-108.958332048337,36.833334355,1570.9392,-96.0119999999999
-108.916665378337,36.833334355,1534.9728,-100.8888
-108.874998708337,36.833334355,1561.1856,-222.1992
-108.833332038337,36.833334355,1512.1128,-422.148
-108.791665368337,36.833334355,1562.1,-726.0336
-108.749998698337,36.833334355,1494.1296,-984.1992
-108.708332028337,36.833334355,1529.1816,-601.98
-108.666665358337,36.833334355,1545.9456,-372.1608
-108.624998688337,36.833334355,1580.9976,-52.7304000000001
-108.583332018337,36.833334355,1615.1352,121.0056
-108.541665348337,36.833334355,1612.0872,241.0968
-108.499998678337,36.833334355,1679.1432,238.0488
-108.458332008337,36.833334355,1652.9304,199.9488
-108.416665338337,36.833334355,1655.064,220.0656
-108.374998668337,36.833334355,1644.0912,234.0864
-108.333331998337,36.833334355,1684.9344,398.9832
-108.291665328337,36.833334355,1803.1968,441.0456
-108.249998658337,36.833334355,1759.0008,427.0248
-108.208331988337,36.833334355,1721.2056,327.0504
-108.166665318337,36.833334355,1783.9944,217.932
